sym_x,sym_y,seed_category,corr,p_value,half_life,spread_sharpe,spread_sortino,spread_vol,spread_max_dd,spread_pos_ratio,spread_neg_ratio,n_obs,beta,intercept,is_viable,pair_score,pair_label,risk_return_score,stats_quality_score,macro_score,fundamental_score,structure_score,penalty_total
XLE,XLB,us_sectors_rotation,0.6805627206959246,0.3706260897852184,182.15531426758446,-0.11082152085496111,-0.16752672817505343,0.29589372731998975,0.9630690661151182,0.4825503355704698,0.5167785234899329,1491.0,1.6333934094884406,-2.483581564274517,False,-0.14735161189980087,D,-0.24735161189980087,0.0,0.0,0.0,0.25,0.0
EWM,EWS,intl_equity,0.6631596614870549,0.2241416149911568,95.15184960465882,-0.16686974706264857,-0.22438524195938914,0.13877675658005506,0.32926222018321294,0.49328859060402686,0.5046979865771812,1491.0,0.42710905924874865,1.882971344312174,False,-0.15052466083788524,D,-0.33052466083788523,0.2,0.0,0.0,0.1,0.0
BIZD,XLF,fx_macro,0.6759259715344159,0.032403145304364694,66.90236737103818,-0.2607610964443664,-0.2724797797602481,0.2175004117387531,0.6281381353309494,0.5295302013422819,0.4697986577181208,1491.0,0.3985225964154688,1.2991632870426215,False,-0.1667419066962144,D,-0.46405970498315907,0.3675968546956353,0.0,0.0,0.1,0.0
FXI,MCHI,intl_equity,0.9809997779510831,0.10096418891630099,103.54230629739689,-0.16857864710686088,-0.2765427097394541,0.0667599078568781,0.195970434624118,0.4818791946308725,0.5181208053691275,1491.0,0.9262426378886942,-0.20070498267261128,False,-0.1734158507097565,D,-0.36607795261696113,0.29903581108369903,0.0,0.0,0.0,0.01666296585138468
EWG,EWI,intl_equity,0.9151068204777194,0.47941486405437017,199.18278447599158,-0.10318526436836635,-0.15244336316889823,0.10717937192081255,0.32776524010820696,0.48523489932885905,0.5147651006711409,1491.0,0.6847643416911218,1.039143004228976,False,-0.17645092338875926,D,-0.21645092338875926,0.0,0.0,0.0,0.1,0.0
KWEB,FXI,intl_equity,0.9101353307705807,0.6833530117100739,202.01550221489,-0.10496026561501266,-0.14498272482623614,0.21099742261288082,0.5479238840912575,0.5040268456375839,0.4959731543624161,1491.0,1.5963962559912772,-1.9802825315080161,False,-0.17740665067520311,D,-0.21740665067520312,0.0,0.0,0.0,0.1,0.0
SRLN,HYG,fx_macro,0.7413392716275887,0.20816725396717245,63.19511349074616,-0.20099981516704118,-0.2213718162958002,0.05359389488248633,0.10201337445367731,0.4993288590604027,0.5006711409395973,1491.0,0.6487615596078451,0.9162919409327808,False,-0.17800035406317483,D,-0.3580003540631748,0.2,0.0,0.0,0.1,0.0
DBC,DBB,commodities,0.5443161991140587,0.4245718219078487,158.4492395222439,-0.09167580236037177,-0.1404107401586692,0.21943169834397752,0.380527970156602,0.4986577181208054,0.5006711409395973,1491.0,1.2584421952804907,-0.6751936150818088,False,-0.19757387987457226,D,-0.19757387987457226,0.0,0.0,0.0,0.0,0.0
PFF,BIZD,fx_macro,0.7180920174927726,0.403855728178774,131.31374770472698,-0.22174050096202103,-0.22202325666593076,0.14687577729740334,0.35696961816063544,0.5174496644295302,0.4812080536912752,1491.0,0.08695345134351143,3.2768145980743473,False,-0.20429617299138525,D,-0.38429617299138524,0.2,0.0,0.0,0.1,0.0
XLV,IYH,us_sectors_rotation,0.992566594748256,0.14469669784532574,85.41441831397083,-0.1173850522694278,-0.1683423480969806,0.02476759557259454,0.07217398718644663,0.49395973154362416,0.5060402684563758,1491.0,1.0436411830525747,0.6847647438346041,False,-0.20739910997703875,D,-0.23666817568104315,0.2553033021546743,0.0,0.0,0.15,0.2094432458042676
